업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명,데이터기준일자
휴게음식점,왕자,강원특별자치도 춘천시 중앙로 82 (중앙로2가),강원특별자치도 춘천시 중앙로2가 67 ,033-254-2228,다방,2026-05-27
휴게음식점,가야다실,"강원특별자치도 춘천시 서부대성로48번길 24, 1층 (요선동)",강원특별자치도 춘천시 요선동 18-2 ,033-254-2826,다방,2026-05-27
휴게음식점,회원다실,강원특별자치도 춘천시 춘천로 176 (운교동),강원특별자치도 춘천시 운교동 181-9 ,033-257-1223,다방,2026-05-27
휴게음식점,춘천커피,강원특별자치도 춘천시 서부대성로48번길 11-1 (요선동),강원특별자치도 춘천시 요선동 9-22 , 033-241-5274,다방,2026-05-27
휴게음식점,정원다방,강원특별자치도 춘천시 공지로 458 (근화동),강원특별자치도 춘천시 근화동 709-20 ,033-252-5077,다방,2026-05-27
휴게음식점,삼화다실,"강원특별자치도 춘천시 춘천로 299, 지하1층 (후평동)",강원특별자치도 춘천시 후평동 693-4 지하1층 ,033-262-4730,다방,2026-05-27
휴게음식점,우성,강원특별자치도 춘천시 공지로 330 (효자동),강원특별자치도 춘천시 효자동 671-8 , 033-257-7267,다방,2026-05-27
휴게음식점,주식회사 대덕유통,강원특별자치도 춘천시 명동길 5 (조양동),강원특별자치도 춘천시 조양동 50-9 ,033-251-5258,패스트푸드,2026-05-27
휴게음식점,베스킨라빈스춘천명동점,"강원특별자치도 춘천시 중앙로67번길 3, 1층 (중앙로2가)","강원특별자치도 춘천시 중앙로2가 28 , 24-2(외부창고) ", 033-251-3110,기타 휴게음식점,2026-05-27
휴게음식점,31 아이스크림 후평점,"강원특별자치도 춘천시 후석로 296 (후평동, 1층)",강원특별자치도 춘천시 후평동 794-6 , 033-255-3110,기타 휴게음식점,2026-05-27
휴게음식점,금성다방,강원특별자치도 춘천시 중앙로 106 (낙원동),강원특별자치도 춘천시 낙원동 118-8 , 033-254-3790,다방,2026-05-27
휴게음식점,배스킨라빈스31강원대점,강원특별자치도 춘천시 서부대성로 239 (효자동),강원특별자치도 춘천시 효자동 628-10 , 033-252-0131,기타 휴게음식점,2026-05-27
휴게음식점,강촌힐스,강원특별자치도 춘천시 서면 경춘로 584 (1층),강원특별자치도 춘천시 서면 안보리 641-9 외1필지 (1층) ,033-263-3456,기타 휴게음식점,2026-05-27
휴게음식점,일출다실,강원특별자치도 춘천시 중앙로 170 (근화동),강원특별자치도 춘천시 근화동 722-4 , 033-244-0213,다방,2026-05-27
휴게음식점,(주)한우기업,"강원특별자치도 춘천시 강원대학길 1 (효자동, 2동 5층)",강원특별자치도 춘천시 효자동 192-1 , 033-242-6650,기타 휴게음식점,2026-05-27
휴게음식점,롯데리아강대점 ,"강원특별자치도 춘천시 서부대성로 231, 1층 (효자동)",강원특별자치도 춘천시 효자동 628-6 , 033-257-2455,패스트푸드,2026-05-27
휴게음식점,저스트피자,"강원특별자치도 춘천시 중앙로 지하 47-2, 다16 (중앙로1가)",강원특별자치도 춘천시 중앙로1가 91 다16 , 033-244-1999,기타 휴게음식점,2026-05-27
휴게음식점,세븐일레븐한림대2점,"강원특별자치도 춘천시 삭주로 90 (후평동, 동보빌리지상가 1-3)",강원특별자치도 춘천시 후평동 857 , 033-253-7203,기타 휴게음식점,2026-05-27
휴게음식점,돈카돈까(1호점),"강원특별자치도 춘천시 중앙로 5, 지하상가 다-43,44,45,46 (중앙로1가)","강원특별자치도 춘천시 중앙로1가 0 지하상가 다43,44,45,46 ",033-252-1510,기타 휴게음식점,2026-05-27
휴게음식점,이디야커피춘천점,"강원특별자치도 춘천시 시청길10번길 4-1, 1,2층 (조양동)",강원특별자치도 춘천시 조양동 37-14 ,,커피숍,2026-05-27
휴게음식점,도미노피자춘천석사점,강원특별자치도 춘천시 공지로 220 (효자동),강원특별자치도 춘천시 효자동 280 , 033-264-0139,패스트푸드,2026-05-27
휴게음식점,은하수커피,"강원특별자치도 춘천시 중앙로 지하 50-4, 다-6호 (중앙로2가)",강원특별자치도 춘천시 중앙로2가 116 다6 ,,커피숍,2026-05-27
휴게음식점,세븐일레븐춘천터미널점,강원특별자치도 춘천시 춘주로91번길 2 (온의동),강원특별자치도 춘천시 온의동 526-9 ,033-910-4411,기타 휴게음식점,2026-05-27
휴게음식점,명랑핫도그엘리시안강촌점,"강원특별자치도 춘천시 남산면 북한강변길 688, 엘리시안 강촌",강원특별자치도 춘천시 남산면 백양리 29-1 엘리시안 강촌 , 033-260-2551,기타 휴게음식점,2026-05-27
휴게음식점,스트릿츄러스엘리시안강촌점,강원특별자치도 춘천시 남산면 북한강변길 688-79,강원특별자치도 춘천시 남산면 백양리 산 1-2 , 033-260-2852,기타 휴게음식점,2026-05-27
휴게음식점,스낵하우스4호점,"강원특별자치도 춘천시 남산면 북한강변길 688, 엘리시안 강촌",강원특별자치도 춘천시 남산면 백양리 29-1 엘리시안 강촌 ,,패스트푸드,2026-05-27
휴게음식점,스넥하우스6호점,"강원특별자치도 춘천시 남산면 북한강변길 688, 엘리시안 강촌",강원특별자치도 춘천시 남산면 백양리 29-1 엘리시안 강촌 ,033-260-2852,기타 휴게음식점,2026-05-27
휴게음식점,피자에땅,"강원특별자치도 춘천시 행촌로 46-1 (퇴계동, 1층)",강원특별자치도 춘천시 퇴계동 901-12 , 033-254-0052,패스트푸드,2026-05-27
휴게음식점,선비다방,강원특별자치도 춘천시 명동길 43-1 (죽림동),강원특별자치도 춘천시 죽림동 159-5 , 033-253-2347,다방,2026-05-27
휴게음식점,이삭토스트한림대점,"강원특별자치도 춘천시 삭주로 70, 1층 (교동)",강원특별자치도 춘천시 교동 158-15 , 033-244-6498,패스트푸드,2026-05-27
휴게음식점,지정환임실치즈피자(후평.효자점),"강원특별자치도 춘천시 후석로 266-1 (후평동, 1층)",강원특별자치도 춘천시 후평동 836-15 , 033-254-1113,패스트푸드,2026-05-27
휴게음식점,풍물다방,"강원특별자치도 춘천시 효자로 118, 1층 (효자동)",강원특별자치도 춘천시 효자동 147-7 ,,다방,2026-05-27
휴게음식점,피자나라치킨공주후평점,"강원특별자치도 춘천시 춘천로270번길 14-24, 1층 (후평동)",강원특별자치도 춘천시 후평동 680 , 033-244-9225,패스트푸드,2026-05-27
휴게음식점,이마트24 R 춘천중앙로점,강원특별자치도 춘천시 낙원길 35 (낙원동),강원특별자치도 춘천시 낙원동 62-2 ,033-261-7321,기타 휴게음식점,2026-05-27
휴게음식점,(주)케이알산업춘천(하)휴게소열린매장,강원특별자치도 춘천시 동내면 영서로 1432,강원특별자치도 춘천시 동내면 사암리 123-2 외5필지 , 033-264-0500,기타 휴게음식점,2026-05-27
휴게음식점,김밥나라,강원특별자치도 춘천시 동내면 영서로 1781,강원특별자치도 춘천시 동내면 학곡리 306-33 , 033-263-7119,기타 휴게음식점,2026-05-27
휴게음식점,도미노피자춘천후평점,강원특별자치도 춘천시 춘천로 247 (효자동),강원특별자치도 춘천시 효자동 756-18 , 033-241-3046,패스트푸드,2026-05-27
휴게음식점,상하이마라꼬치춘천중앙점,"강원특별자치도 춘천시 중앙로67번길 8 (죽림동, 1층)",강원특별자치도 춘천시 죽림동 6-18 ,,기타 휴게음식점,2026-05-27
휴게음식점,배스킨라빈스(춘천이마트점),"강원특별자치도 춘천시 경춘로 2353, 이마트 (온의동)",강원특별자치도 춘천시 온의동 511 이마트 ,033-252-5296,패스트푸드,2026-05-27
휴게음식점,피자체스춘천점,"강원특별자치도 춘천시 효제길 37 (효자동, 1층)",강원특별자치도 춘천시 효자동 159-35 ,033-255-1828,패스트푸드,2026-05-27
휴게음식점,본죽앤드비빔밥춘천시청점,"강원특별자치도 춘천시 중앙로 32, 107호 (요선동)",강원특별자치도 춘천시 요선동 9-3 ,033-242-6233,기타 휴게음식점,2026-05-27
휴게음식점,제이콥스스테이션,강원특별자치도 춘천시 동면 순환대로 1154-49,강원특별자치도 춘천시 동면 만천리 329-5 , 033-257-5625,커피숍,2026-05-27
휴게음식점,스타벅스춘천이마트점,"강원특별자치도 춘천시 경춘로 2353, 이마트 1층 (온의동)",강원특별자치도 춘천시 온의동 511 이마트 ,033-241-1974,커피숍,2026-05-27
휴게음식점,다올앤사주와타로,"강원특별자치도 춘천시 지석로 80, 2층 285호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1017 ,070-8226-1729,기타 휴게음식점,2026-05-27
휴게음식점,즐겨찾기,"강원특별자치도 춘천시 춘주로147번길 10-13 (퇴계동, 1층)",강원특별자치도 춘천시 퇴계동 912-5 ,033-252-0493,기타 휴게음식점,2026-05-27
휴게음식점,고봉민김밥춘천후평점,"강원특별자치도 춘천시 후석로 326 (후평동, 엠타워 102호)",강원특별자치도 춘천시 후평동 701-8 ,033-257-8856,기타 휴게음식점,2026-05-27
휴게음식점,이삭토스트(퇴계점),"강원특별자치도 춘천시 행촌로 36 (퇴계동, 1층)",강원특별자치도 춘천시 퇴계동 902-9 ,033-254-7689,기타 휴게음식점,2026-05-27
휴게음식점,씨지브이춘천매점(2),"강원특별자치도 춘천시 지석로 80 (퇴계동, 춘천시너스카펠라복합빌딩 502호)",강원특별자치도 춘천시 퇴계동 1017 ,033-269-7800,기타 휴게음식점,2026-05-27
휴게음식점,씨지브이춘천매점(3),"강원특별자치도 춘천시 지석로 80 (퇴계동, 춘천시너스카펠라복합빌딩 702호)",강원특별자치도 춘천시 퇴계동 1017 ,033-269-7800,기타 휴게음식점,2026-05-27
휴게음식점,크렘,"강원특별자치도 춘천시 중앙로67번길 4, 2층 (중앙로2가)",강원특별자치도 춘천시 중앙로2가 31 ,033-251-8795,커피숍,2026-05-27
휴게음식점,(주)에이치푸드,강원특별자치도 춘천시 동내면 공지로 80 (신동하나로마트),강원특별자치도 춘천시 동내면 거두리 929-2 ,033-264-1400,일반조리판매,2026-05-27
휴게음식점,피자스쿨(퇴계금호타운점),"강원특별자치도 춘천시 안마산로 213 (퇴계동, 퇴계타운114호)",강원특별자치도 춘천시 퇴계동 79 ,033-264-7444,기타 휴게음식점,2026-05-27
휴게음식점,이삭토스트강북점,"강원특별자치도 춘천시 충열로 10-9 (우두동, 1층)",강원특별자치도 춘천시 우두동 1066-21 ,033-252-0303,기타 휴게음식점,2026-05-27
휴게음식점,스타벅스춘천명동점,"강원특별자치도 춘천시 중앙로 55, 1층 (중앙로2가)",강원특별자치도 춘천시 중앙로2가 5-1 ,033-242-8266,커피숍,2026-05-27
휴게음식점,피자스쿨(석사애막골점),강원특별자치도 춘천시 후석로186번길 16 (석사동),강원특별자치도 춘천시 석사동 729-8 ,033-261-6066,패스트푸드,2026-05-27
휴게음식점,동그라미식당,"강원특별자치도 춘천시 춘천로 253, 1층 101호 (효자동)",강원특별자치도 춘천시 효자동 756-9 ,033-255-3902,기타 휴게음식점,2026-05-27
휴게음식점,이디야(석사점),"강원특별자치도 춘천시 퇴계농공로 10 (석사동, 한주빌딩 1층)",강원특별자치도 춘천시 석사동 878-2 ,033-910-2120,커피숍,2026-05-27
휴게음식점,호밀호두,"강원특별자치도 춘천시 김유정로 1887 (퇴계동, 1층가운데)",강원특별자치도 춘천시 퇴계동 183-2 ,033-262-5259,기타 휴게음식점,2026-05-27
휴게음식점,나무향기,"강원특별자치도 춘천시 스포츠타운길433번길 8 (삼천동, 2층)",강원특별자치도 춘천시 삼천동 37-1 ,033-241-9877,기타 휴게음식점,2026-05-27
휴게음식점,맛사랑,"강원특별자치도 춘천시 김유정로 1890-1 (퇴계동, 춘천축협하나로마트퇴계점 지하1층)",강원특별자치도 춘천시 퇴계동 164-3 ,033-261-4224,기타 휴게음식점,2026-05-27
휴게음식점,이디야춘천퇴계하나로마트점,"강원특별자치도 춘천시 지석로 11, 2층 (퇴계동, 춘천철원축협하나로마트)",강원특별자치도 춘천시 퇴계동 164-3 ,033-242-2929,커피숍,2026-05-27
휴게음식점,감탄춘천석사점,"강원특별자치도 춘천시 지석로 75 (석사동, 프라임존빌딩 105호)",강원특별자치도 춘천시 석사동 880-5 ,033-262-8262,기타 휴게음식점,2026-05-27
휴게음식점,아이스플라워,"강원특별자치도 춘천시 공지로 121-1 (석사동, 1층)",강원특별자치도 춘천시 석사동 310-5 ,033-261-1141,기타 휴게음식점,2026-05-27
휴게음식점,베스킨라빈스춘천석사점,"강원특별자치도 춘천시 지석로 75 (석사동, 106호)",강원특별자치도 춘천시 석사동 880-5 ,033-261-7731,기타 휴게음식점,2026-05-27
휴게음식점,세븐일레븐춘천금호점,"강원특별자치도 춘천시 안마산로 214 (퇴계동, 퇴계금호타운1층 5.9호)",강원특별자치도 춘천시 퇴계동 945 ,033-262-5462,기타 휴게음식점,2026-05-27
휴게음식점,킴스카페(Kim's caffe),"강원특별자치도 춘천시 춘천로 188 (효자동, 메가시티빌딩 110호, 206호)","강원특별자치도 춘천시 효자동 654-9 외6필지(메가씨티빌딩110호,206호) ",033-257-8887,커피숍,2026-05-27
휴게음식점,동양유통,"강원특별자치도 춘천시 후석로228번길 21 (후평동, 석사2지구아파트상가 104호)",강원특별자치도 춘천시 후평동 892 ,033-254-1447,기타 휴게음식점,2026-05-27
휴게음식점,미래문구,강원특별자치도 춘천시 교동길 24 (교동),강원특별자치도 춘천시 교동 98-6 ,033-243-3076,기타 휴게음식점,2026-05-27
휴게음식점,공차춘천명동점,"강원특별자치도 춘천시 중앙로67번길 3, 1층 (중앙로2가)",강원특별자치도 춘천시 중앙로2가 28 ,033-251-3350,커피숍,2026-05-27
휴게음식점,짱손만두,강원특별자치도 춘천시 후석로455번길 55-3 (후평동),강원특별자치도 춘천시 후평동 714-7 ,033-255-8249,기타 휴게음식점,2026-05-27
휴게음식점,롯데쇼핑(주)롯데마트춘천점,"강원특별자치도 춘천시 방송길 84 (온의동, 롯데마트춘천점)",강원특별자치도 춘천시 온의동 6-25 롯데마트 ,033-240-2500,백화점,2026-05-27
휴게음식점,아이스플라워한림점,강원특별자치도 춘천시 삭주로 64 (교동),강원특별자치도 춘천시 교동 15-3 ,033-257-7674,기타 휴게음식점,2026-05-27
휴게음식점,씨유춘천대학로점,"강원특별자치도 춘천시 백령로 111, 2동 1층 (효자동)",강원특별자치도 춘천시 효자동 770-8 ,033-254-8589,편의점,2026-05-27
휴게음식점,홈플러스춘천점(조리제안코너),"강원특별자치도 춘천시 김유정로 1840 (퇴계동, 홈플러스춘천점)",강원특별자치도 춘천시 퇴계동 144-1 외10필지(홈플러스춘천점) ,033-269-8000,기타 휴게음식점,2026-05-27
휴게음식점,카페온에어(cafe ONAIR),"강원특별자치도 춘천시 방송길 109 (퇴계동, KBS춘천방송총국1층)",강원특별자치도 춘천시 퇴계동 739-5 ,033-257-1199,일반조리판매,2026-05-27
휴게음식점,투썸플레이스춘천명동점,"강원특별자치도 춘천시 금강로 58 (조양동, 1,2층)",강원특별자치도 춘천시 조양동 50-14 ,033-255-0715,커피숍,2026-05-27
휴게음식점,소양댐휴게소,"강원특별자치도 춘천시 신북읍 신샘밭로 862, 1층",강원특별자치도 춘천시 신북읍 천전리 3-3 ,033-241-3755,커피숍,2026-05-27
휴게음식점,통메밀부침전문점,"강원특별자치도 춘천시 지석로 74-11 (퇴계동, 퇴계시장상가 A-14)",강원특별자치도 춘천시 퇴계동 1018 A-14호 ,033-264-1666,일반조리판매,2026-05-27
휴게음식점,잇츠(It`s)커피,강원특별자치도 춘천시 동내면 외솔길19번길 49-30 (101호),강원특별자치도 춘천시 동내면 거두리 1022-5 ,033-261-5404,커피숍,2026-05-27
휴게음식점,지에스25시(춘천강대사랑점),강원특별자치도 춘천시 백령로138번길 47 (효자동),강원특별자치도 춘천시 효자동 631-2 ,033-254-2026,기타 휴게음식점,2026-05-27
휴게음식점,피자스쿨춘천후평점,강원특별자치도 춘천시 후석로 299 (후평동),강원특별자치도 춘천시 후평동 793-3 ,033-253-8998,패스트푸드,2026-05-27
휴게음식점,땅스부대찌개우두점,강원특별자치도 춘천시 영서로 2786 (우두동),강원특별자치도 춘천시 우두동 691-14 ,033-253-8599,패스트푸드,2026-05-27
휴게음식점,강촌쵸코민트,"강원특별자치도 춘천시 남산면 풀무골1길 58, 1층",강원특별자치도 춘천시 남산면 방곡리 84-1 ,033-261-5454,일반조리판매,2026-05-27
휴게음식점,피자에땅(교동점),"강원특별자치도 춘천시 춘천로 239-1 (효자동, 1층)",강원특별자치도 춘천시 효자동 751-11 ,033-253-5353,일반조리판매,2026-05-27
휴게음식점,롯데쇼핑(주)롯데마트석사점,"강원특별자치도 춘천시 세실로 108 (석사동, 롯데마트석사점)",강원특별자치도 춘천시 석사동 27-2 ,033-260-7744,일반조리판매,2026-05-27
휴게음식점,이디야커피한림대점,"강원특별자치도 춘천시 삭주로 62, 2,3층 (교동)","강원특별자치도 춘천시 교동 11-1 2,3층 ",033-910-3792,커피숍,2026-05-27
휴게음식점,지에스25시(춘천시티점),강원특별자치도 춘천시 서부대성로 205 (효자동),강원특별자치도 춘천시 효자동 618-3 ,033-256-5506,일반조리판매,2026-05-27
휴게음식점,리얼브래드진,"강원특별자치도 춘천시 동면 춘천로449번길 16-5, 1층",강원특별자치도 춘천시 동면 장학리 1005 ,070-4245-1249,커피숍,2026-05-27
휴게음식점,커피쟁이비버씨,강원특별자치도 춘천시 동내면 거두택지길 93-1,강원특별자치도 춘천시 동내면 거두리 1111-6 ,033-264-7744,커피숍,2026-05-27
휴게음식점,본죽(강대점),"강원특별자치도 춘천시 백령로 152, 2층 (효자동)",강원특별자치도 춘천시 효자동 19-2 ,033-244-4467,일반조리판매,2026-05-27
휴게음식점,이디야커피,"강원특별자치도 춘천시 공지로 591, 춘천역 1층 (근화동)",강원특별자치도 춘천시 근화동 190 춘천역 ,033-256-1254,패스트푸드,2026-05-27
휴게음식점,스타벅스강원대점,"강원특별자치도 춘천시 서부대성로 243-1, 1층 (효자동)",강원특별자치도 춘천시 효자동 632-3 ,033-256-8490,커피숍,2026-05-27
휴게음식점,화월비,강원특별자치도 춘천시 애막골길3번길 6-1 (석사동),강원특별자치도 춘천시 석사동 750-11 ,033-817-2336,커피숍,2026-05-27
휴게음식점,할리스춘천강원대점,"강원특별자치도 춘천시 서부대성로 229 (효자동, 1층,2층)",강원특별자치도 춘천시 효자동 628-4 ,033-253-0425,패스트푸드,2026-05-27
휴게음식점,남이아일랜드북까페,강원특별자치도 춘천시 남산면 남이섬길 1 ((밥플렉스 1층)),강원특별자치도 춘천시 남산면 방하리 198-7 (밥플렉스 1층) ,031-580-8098,커피숍,2026-05-27
휴게음식점,던킨도너츠,"강원특별자치도 춘천시 공지로 591, 춘천역 3층 (근화동)",강원특별자치도 춘천시 근화동 190 춘천역 ,033-255-6923,패스트푸드,2026-05-27
휴게음식점,허니비스코디지,강원특별자치도 춘천시 남산면 햇골길 80 (A매점),강원특별자치도 춘천시 남산면 서천리 414 외30필지(매점A동) ,033-260-8300,패스트푸드,2026-05-27
휴게음식점,가드너스코티지,"강원특별자치도 춘천시 남산면 햇골길 80, 제이드가든수목원 B동",강원특별자치도 춘천시 남산면 서천리 412 제이드가든수목원 ,033-260-8380,일반조리판매,2026-05-27
휴게음식점,카페띠아모(퇴계점),"강원특별자치도 춘천시 남춘천새길 10-1 (퇴계동, 1층)",강원특별자치도 춘천시 퇴계동 1109 ,033-252-3484,커피숍,2026-05-27
휴게음식점,아이스쿨,강원특별자치도 춘천시 애막골길11번길 32-1 (석사동),강원특별자치도 춘천시 석사동 735-20 ,033-264-8999,일반조리판매,2026-05-27
휴게음식점,세븐일레븐춘천우두풍년점,강원특별자치도 춘천시 충열로 78 (우두동),강원특별자치도 춘천시 우두동 410-28 ,033-257-6503,편의점,2026-05-27
휴게음식점,지에스25시(춘천대학로점),강원특별자치도 춘천시 백령로 115 (효자동),강원특별자치도 춘천시 효자동 769-15 ,033-254-1876,기타 휴게음식점,2026-05-27
휴게음식점,씨유우두점,강원특별자치도 춘천시 영서로2753번길 36 (우두동),강원특별자치도 춘천시 우두동 1055 ,033-241-0799,편의점,2026-05-27
휴게음식점,지노커피,"강원특별자치도 춘천시 후석로 391, 1층 (후평동)",강원특별자치도 춘천시 후평동 710-4 ,033-252-9736,커피숍,2026-05-27
휴게음식점,남부커피숍,"강원특별자치도 춘천시 공지로 349, 1층 (효자동)",강원특별자치도 춘천시 효자동 685-8 ,033-251-2444,다방,2026-05-27
휴게음식점,이디야커피춘천동면점,강원특별자치도 춘천시 동면 만천로 138,강원특별자치도 춘천시 동면 만천리 864-3 ,033-252-6844,커피숍,2026-05-27
휴게음식점,카페8MM,강원특별자치도 춘천시 신동면 모오리길 47-26,강원특별자치도 춘천시 신동면 팔미리 237-7 ,033-262-6868,기타 휴게음식점,2026-05-27
휴게음식점,춘천동원학교카페공감,강원특별자치도 춘천시 영서로 2854 (사농동),강원특별자치도 춘천시 사농동 84 ,033-259-0879,커피숍,2026-05-27
휴게음식점,프랭크서울커피와나무,강원특별자치도 춘천시 동면 만천양지길 41 (1층),강원특별자치도 춘천시 동면 만천리 844-2 (1층) ,,커피숍,2026-05-27
휴게음식점,로뎀까페,"강원특별자치도 춘천시 영서로2151번길 30, 바동 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 202 ,033-259-3028,커피숍,2026-05-27
휴게음식점,스타벅스강원대점2,"강원특별자치도 춘천시 서부대성로 243-1 (효자동, 2층,3층)","강원특별자치도 춘천시 효자동 632-3 (2층,3층) ",033-256-8490,커피숍,2026-05-27
휴게음식점,케이에프씨춘천이마트,"강원특별자치도 춘천시 경춘로 2353, 이마트 (온의동)",강원특별자치도 춘천시 온의동 511 이마트 ,02-3670-8395,일반조리판매,2026-05-27
휴게음식점,장미다방,"강원특별자치도 춘천시 춘천로 70, 지하1층 (효자동)",강원특별자치도 춘천시 효자동 684-7 지하1층 ,033-257-8994,다방,2026-05-27
휴게음식점,살롱제이드,"강원특별자치도 춘천시 남산면 햇골길 80, 1, 2층",강원특별자치도 춘천시 남산면 서천리 412 ,033-260-8312,일반조리판매,2026-05-27
휴게음식점,씨유춘천제일점,강원특별자치도 춘천시 우석로 65 (석사동),강원특별자치도 춘천시 석사동 747-10 ,033-263-2306,편의점,2026-05-27
휴게음식점,소나타까페,강원특별자치도 춘천시 남산면 남이섬길 1,강원특별자치도 춘천시 남산면 방하리 198 ,031-580-8150,커피숍,2026-05-27
휴게음식점,(주)강촌레일파크패스트푸드앤커피전문점,강원특별자치도 춘천시 신동면 김유정로 1383,강원특별자치도 춘천시 신동면 증리 323-2 ,033-254-1000,유원지,2026-05-27
휴게음식점,씨유춘천후평세실점,강원특별자치도 춘천시 세실로 267 (후평동),강원특별자치도 춘천시 후평동 90-1 ,033-241-2440,기타 휴게음식점,2026-05-27
휴게음식점,미인다방,강원특별자치도 춘천시 춘천로 226 (효자동),강원특별자치도 춘천시 효자동 748 2층 ,033-243-7006,다방,2026-05-27
휴게음식점,경강카페테리아,강원특별자치도 춘천시 남산면 서백길 57,강원특별자치도 춘천시 남산면 서천리 32-3 ,033-245-1131,커피숍,2026-05-27
휴게음식점,씨유명동점,강원특별자치도 춘천시 중앙로 63-1 (중앙로2가),강원특별자치도 춘천시 중앙로2가 25 ,033-243-0482,편의점,2026-05-27
휴게음식점,지에스봄내위도,강원특별자치도 춘천시 영서로 3020 (사농동),강원특별자치도 춘천시 사농동 660 ,033-252-9983,편의점,2026-05-27
휴게음식점,알마,강원특별자치도 춘천시 중앙로 184 (근화동),강원특별자치도 춘천시 근화동 264-29 ,,커피숍,2026-05-27
휴게음식점,맘스터치명동직영점,"강원특별자치도 춘천시 중앙로 지하 47, 다 11호 (중앙로1가)",강원특별자치도 춘천시 중앙로1가 91 다11 ,033-242-9288,패스트푸드,2026-05-27
휴게음식점,오구쌀피자,"강원특별자치도 춘천시 동내면 춘천순환로 64, 103호",강원특별자치도 춘천시 동내면 거두리 926-3 ,033-262-5969,패스트푸드,2026-05-27
휴게음식점,시실리아,"강원특별자치도 춘천시 서부대성로227번길 22 (효자동, 1층,2층)","강원특별자치도 춘천시 효자동 629-14 (1층,2층) ",070-7768-9255,커피숍,2026-05-27
휴게음식점,이디야커피전문점,"강원특별자치도 춘천시 보안길 70-2 (후평동, 소라빌딩104호)",강원특별자치도 춘천시 후평동 457 ,033-256-3572,커피숍,2026-05-27
휴게음식점,이마트24 R 춘천유앤아이점,"강원특별자치도 춘천시 동면 만천로143번길 52, 1층",강원특별자치도 춘천시 동면 만천리 575-2 ,033-264-3319,기타 휴게음식점,2026-05-27
휴게음식점,국수나무춘천CGV점,"강원특별자치도 춘천시 퇴계농공로 12, 104호 (석사동)",강원특별자치도 춘천시 석사동 880-1 ,033-261-2267,기타 휴게음식점,2026-05-27
휴게음식점,커피니강원대학교병원점,강원특별자치도 춘천시 백령로 156 (효자동),강원특별자치도 춘천시 효자동 17-1 ,033-242-1012,커피숍,2026-05-27
휴게음식점,이디야커피퇴계점,"강원특별자치도 춘천시 퇴계로93번길 15, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 395-79 ,033-261-0222,커피숍,2026-05-27
휴게음식점,으니의수라간(춘천점),"강원특별자치도 춘천시 영서로 2195, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 381-1 ,033-251-0435,기타 휴게음식점,2026-05-27
휴게음식점,봉구스밥버거(한림대점),강원특별자치도 춘천시 삭주로 70 (교동),강원특별자치도 춘천시 교동 158-15 ,033-264-2050,기타 휴게음식점,2026-05-27
휴게음식점,강원대학교생활협동조합(GS강원대농생대점),강원특별자치도 춘천시 강원대학길 1 (효자동),강원특별자치도 춘천시 효자동 192-1 ,033-250-7411,커피숍,2026-05-27
휴게음식점,죽이야기,"강원특별자치도 춘천시 영서로2279번길 3, 1층 (온의동)",강원특별자치도 춘천시 온의동 171-1 ,033-242-6288,기타 휴게음식점,2026-05-27
휴게음식점,이디야장학점,"강원특별자치도 춘천시 동면 춘천로449번길 11, 1층",강원특별자치도 춘천시 동면 장학리 1002 ,033-252-2628,커피숍,2026-05-27
휴게음식점,꺼벙이,강원특별자치도 춘천시 소양로 122 (소양로2가),강원특별자치도 춘천시 소양로2가 157-7 ,033-252-0866,일반조리판매,2026-05-27
휴게음식점,투썸플레이스춘천거두점,강원특별자치도 춘천시 동내면 춘천순환로 131 (1층),강원특별자치도 춘천시 동내면 거두리 1058-1 1층 ,033-261-8588,커피숍,2026-05-27
휴게음식점,봉구스밥버거명동점,"강원특별자치도 춘천시 중앙로 지하 33-1, 15호 (중앙로1가, 지하 다열)",강원특별자치도 춘천시 중앙로1가 91 다열 15호,033-251-5094,일반조리판매,2026-05-27
휴게음식점,씨유춘천효자중앙점,강원특별자치도 춘천시 성심로35번길 2 (효자동),강원특별자치도 춘천시 효자동 754 ,070-8830-3451,편의점,2026-05-27
휴게음식점,반갑다창문밖고양이,"강원특별자치도 춘천시 삭주로80번길 5, 1층 (교동)",강원특별자치도 춘천시 교동 154-2 ,033-244-8636,커피숍,2026-05-27
휴게음식점,봉구스밥버거,강원특별자치도 춘천시 공지로 121 (석사동),강원특별자치도 춘천시 석사동 310-10 ,033-263-5026,기타 휴게음식점,2026-05-27
휴게음식점,씨유춘천포스코점,"강원특별자치도 춘천시 춘천로310번길 12, 1층 (후평동)",강원특별자치도 춘천시 후평동 691-21 1층 ,070-8887-2124,기타 휴게음식점,2026-05-27
휴게음식점,파스쿠찌춘천거두점,"강원특별자치도 춘천시 동내면 춘천순환로 128, 1층",강원특별자치도 춘천시 동내면 거두리 1102-2 ,033-262-8497,커피숍,2026-05-27
휴게음식점,차담,강원특별자치도 춘천시 남산면 남이섬길 1,강원특별자치도 춘천시 남산면 방하리 197 외8필지 ,031-581-1223,커피숍,2026-05-27
휴게음식점,씨유스무숲점,강원특별자치도 춘천시 스무숲길 35 (석사동),강원특별자치도 춘천시 석사동 928-1 ,033-261-5886,편의점,2026-05-27
