nameKo,bizType,addressRoad,phone,category,lat,lng,geocodeSource
애플모텔,여관업,강원특별자치도 춘천시 효명길 10 (효자동),033-252-2335,"여행 > 숙박 > 여관,모텔",37.8710630305711,127.72658762829,kakao-address
케이티엔지상상마당춘천스테이,일반호텔,강원특별자치도 춘천시 스포츠타운길399번길 22 (삼천동),033-818-4200,여행 > 숙박 > 호텔,37.8727352148027,127.702576747546,kakao-address
센스무인텔,여관업,강원특별자치도 춘천시 남산면 보매기길 38,033-261-6161,"여행 > 숙박 > 여관,모텔",37.785104782906,127.642848605257,kakao-address
센스모텔,여관업,강원특별자치도 춘천시 남산면 보매기길 36,033-261-0040,"여행 > 숙박 > 여관,모텔",37.7851108053432,127.642999753695,kakao-address
호텔명작,일반호텔,강원특별자치도 춘천시 춘천로176번길 13 (효자동),033-241-5689,"여행 > 숙박 > 여관,모텔",37.875265778539,127.733807584394,kakao-address
휴(休)춘천역,여관업,강원특별자치도 춘천시 소양고개길 12-1 (소양로2가),,,37.8844158554847,127.724796948174,kakao-address
대성장모텔,여관업,강원특별자치도 춘천시 중앙로166번길 6 (근화동),033-256-2421,"여행 > 숙박 > 여관,모텔",37.8753447414196,127.716897198673,kakao-address
춘천에서 온 편지,숙박업 기타,"강원특별자치도 춘천시 소양로110번길 11, 2층 (소양로3가)",070-4266-0930,여행 > 숙박 > 게스트하우스,37.882937850745,127.724128402238,kakao-address
호텔봄내A,여관업,강원특별자치도 춘천시 구마니길 18 (삼천동),033-254-5800,"여행 > 숙박 > 여관,모텔",37.8705819777232,127.699961520213,kakao-address
호텔봄내B,여관업,강원특별자치도 춘천시 구마니길 18 (삼천동),033-254-5800,,37.8705819777232,127.699961520213,kakao-address
초콜릿무인텔,여관업,강원특별자치도 춘천시 구마니길 18 (삼천동),033-244-5200,"여행 > 숙박 > 여관,모텔",37.8705819777232,127.699961520213,kakao-address
벤틀리,여관업,강원특별자치도 춘천시 춘천로170번길 17 (효자동),033-241-1011,"여행 > 숙박 > 여관,모텔",37.8753620666783,127.73430227301,kakao-address
호텔공지천2호점,일반호텔,강원특별자치도 춘천시 강창골길 38 (삼천동),033-257-3989,"여행 > 숙박 > 여관,모텔",37.8694543698384,127.699431017782,kakao-address
호텔루나,여관업,강원특별자치도 춘천시 남산면 갯골길 52,033-263-7722,"여행 > 숙박 > 여관,모텔",37.798430166773,127.637490587227,kakao-address
모텔제이,여관업,강원특별자치도 춘천시 공지로451번길 7-1 (근화동),,,37.8733543761416,127.717315938835,kakao-address
호텔라로체루즈,일반호텔,강원특별자치도 춘천시 우묵길 53 (퇴계동),033-243-5900,"여행 > 숙박 > 여관,모텔",37.8659774420881,127.722034644608,kakao-address
더잭슨나인스호텔주식회사,일반호텔,"강원특별자치도 춘천시 중앙로 193, 지하1~지상15층 (근화동)",033-253-0000,여행 > 숙박 > 호텔,37.8737850925325,127.714088295782,kakao-address
봄내에어하우스(AIRHOUSE),여관업,"강원특별자치도 춘천시 춘천로185번길 12-1, 2층 201,202호 (운교동)",,여행 > 숙박,37.8775872784116,127.734489287634,kakao-address
서울파크,여관업,강원특별자치도 춘천시 신북읍 상천3길 11,033-244-5400,"여행 > 숙박 > 여관,모텔",37.9325818908606,127.791638718531,kakao-address
거래처,여관업,강원특별자치도 춘천시 서부대성로44번길 6 (요선동),,,37.8829486876304,127.727485082094,kakao-address
춘천스테이,여관업,강원특별자치도 춘천시 강창골길 33 (삼천동),033-254-3330,여행 > 숙박,37.8703705093029,127.699540373713,kakao-address
호텔인트로,관광호텔,강원특별자치도 춘천시 퇴계로77번길 22 (퇴계동),033-253-1117,여행 > 숙박 > 호텔,37.864465466141,127.730844761914,kakao-address
레고랜드 호텔,관광호텔,강원특별자치도 춘천시 하중도길 128 (중도동),032-815-2300,여행 > 숙박 > 호텔,37.8822424628078,127.696392391009,kakao-address
소락재,관광호텔,"강원특별자치도 춘천시 공지로333번길 8, 2~3층 (효자동)",0507-1347-5970,여행 > 숙박 > 게스트하우스,37.8688779004953,127.728688559924,kakao-address
에스턴호텔,일반호텔,강원특별자치도 춘천시 중앙로 193 (근화동),033-244-0002,여행 > 숙박 > 호텔,37.8737850925325,127.714088295782,kakao-address
제이에스모텔(JS모텔),숙박업 기타,강원특별자치도 춘천시 아침길 16-1 (조양동),,,37.8794356617416,127.730951634833,kakao-address
어반서티,일반호텔,강원특별자치도 춘천시 중앙로 193 (근화동),,,37.8737850925325,127.714088295782,kakao-address
잭슨나인스 호텔,일반호텔,"강원특별자치도 춘천시 중앙로 193, 더잭슨나인스호텔 (근화동)",033-253-0000,여행 > 숙박 > 호텔,37.8737850925325,127.714088295782,kakao-address
브이(V)모텔,여관업,"강원특별자치도 춘천시 서부대성로47번길 3, 1~3층 (요선동)",033-253-6777,,37.883419145188,127.728244031884,kakao-address
톰스테이앤카페,여관업,강원특별자치도 춘천시 소양고개길 50-7 (요선동),010-2581-8211,여행 > 숙박,37.8816403647798,127.726988098159,kakao-address
버들도원,관광호텔,강원특별자치도 춘천시 서면 납실길 63-5,,여행 > 숙박 > 펜션,37.975188056321,127.642200618256,kakao-address
아늑에어호텔춘천점,일반호텔,강원특별자치도 춘천시 중앙로67번길 13 (조양동),,,37.8787463069799,127.727542405711,kakao-address
춘천에스턴호텔,일반호텔,"강원특별자치도 춘천시 중앙로 193, 더잭슨나인스호텔, 에스턴호텔 (근화동)",033-244-0002,여행 > 숙박 > 호텔,37.8737850925325,127.714088295782,kakao-address
M83HOTEL,일반호텔,"강원특별자치도 춘천시 중앙로 193, 더잭슨나인스호텔, 에스턴호텔 (근화동)",033-254-8932,,37.8737850925325,127.714088295782,kakao-address
호텔정관루별관(콘도별장),숙박업(생활),강원특별자치도 춘천시 남산면 남이섬길 1,031-582-2197,,37.7901249506709,127.526128703219,kakao-address
현민실업(주) 래금힐파크여관,숙박업(생활),강원특별자치도 춘천시 사북면 지내고탄로 752,033-244-7711,,37.9811522851166,127.72494041277,kakao-address
엘리시안강촌 콘도미니엄,숙박업(생활),강원특별자치도 춘천시 남산면 북한강변길 688,033-260-2381,"여행 > 숙박 > 콘도,리조트",37.8300557977982,127.57878172946,kakao-address
씨앤텔,숙박업(생활),강원특별자치도 춘천시 남산면 강촌로 104,033-262-5514,"여행 > 숙박 > 여관,모텔",37.8103299309531,127.636176685317,kakao-address
피그멜리온 이펙트,숙박업(생활),강원특별자치도 춘천시 서면 경춘로 405,033-264-6135,,37.8475358689505,127.558752130773,kakao-address
느티나무마을,숙박업(생활),강원특별자치도 춘천시 남산면 강촌로 80-1,033-261-0051,여행 > 숙박 > 펜션,37.8118609321876,127.634534885072,kakao-address
강촌홀리데이,숙박업(생활),강원특별자치도 춘천시 남산면 강촌로 174-9,,여행 > 숙박 > 펜션,37.8036415104626,127.636307117786,kakao-address
아띠펜션,숙박업(생활),강원특별자치도 춘천시 남산면 강촌로 174-8,033-261-9786,여행 > 숙박 > 펜션,37.8039784130774,127.636283210625,kakao-address
아이산테니스펜션,숙박업(생활),강원특별자치도 춘천시 남산면 서백3길 101,,,37.8076621839048,127.565532428418,kakao-address
레이크192by호수로가는집,숙박업(생활),강원특별자치도 춘천시 사북면 가일길 555,,,38.0261996479777,127.665823553645,kakao-address
리얼다이어트캠프안피트니스컴퍼니,숙박업(생활),강원특별자치도 춘천시 남산면 강촌구곡길 221,070-7757-7760,,37.7982743747954,127.61767246711,kakao-address
오하루스파펜션,숙박업(생활),"강원특별자치도 춘천시 남산면 노일길 40-8, 2층",010-5443-6343,여행 > 숙박 > 펜션,37.7924919349172,127.637956813294,kakao-address
라비에벨 콘도1차(빌라듄스),숙박업(생활),강원특별자치도 춘천시 동산면 조양리 산 166-1,033-245-7010,,37.7414573790737,127.769359108837,kakao-address
강촌잠빌,숙박업(생활),강원특별자치도 춘천시 남산면 강촌로 250,010-8564-1107,여행 > 숙박 > 펜션,37.7975951394608,127.639208764779,kakao-address
호텔공지천,숙박업(생활),강원특별자치도 춘천시 수변공원길 11 (삼천동),033-244-6100,여행 > 숙박 > 호텔,37.8726467292822,127.70769343784,kakao-address
뷰티풀펜션,숙박업(생활),강원특별자치도 춘천시 남산면 강촌로 186,033-261-3355,여행 > 숙박 > 펜션,37.802969325307,127.637238577757,kakao-address
발리앤벨리,숙박업(생활),강원특별자치도 춘천시 서면 명월길 429-8,,,37.8798630420342,127.632891368232,kakao-address
소소펜션,숙박업(생활),"강원특별자치도 춘천시 남산면 강촌로 66, 2-4층",033-263-4343,여행 > 숙박 > 펜션,37.8130560231378,127.633784009637,kakao-address
해피데이,숙박업(생활),강원특별자치도 춘천시 남산면 갯골길 62-4,033-262-2567,,37.798630744089,127.63650256901,kakao-address
플록스펜션,숙박업(생활),"강원특별자치도 춘천시 남면 바깥말길 151, 147",010-6323-7667,여행 > 숙박 > 펜션,37.6831233594013,127.621395390944,kakao-address
강촌프로방스,숙박업(생활),"강원특별자치도 춘천시 남산면 갯골길 62-3, 2층,3층",033-261-2657,여행 > 숙박 > 펜션,37.7985345064814,127.636205400039,kakao-address
산에들에펜션,숙박업(생활),"강원특별자치도 춘천시 남산면 소주고개로 465-12, 1,2,3동",010-5341-9995,여행 > 숙박 > 펜션,37.7700785679547,127.636475541691,kakao-address
헤이븐(haven),숙박업(생활),강원특별자치도 춘천시 남산면 서백1길 70,010-8253-0344,여행 > 숙박 > 펜션,37.8203526947975,127.55762491438,kakao-address
376스테이,숙박업(생활),"강원특별자치도 춘천시 남산면 소주고개로 376, 2~3층",033-263-2302,,37.7634015852879,127.630093987803,kakao-address
(주)호텔더베네치아,숙박업(생활),강원특별자치도 춘천시 효자로 136 (효자동),,,37.8746411068622,127.735058667878,kakao-address
이와림,숙박업(생활),"강원특별자치도 춘천시 사북면 춘화로 736, 5층",010-3376-6614,여행 > 숙박,37.9922652846653,127.730175596936,kakao-address
노블풀빌라,숙박업(생활),"강원특별자치도 춘천시 남면 소주고개로 181-52, 주1동~주11동",010-8235-8254,여행 > 숙박 > 펜션,37.7551963706663,127.617612129428,kakao-address
호텔이스티아,숙박업(생활),강원특별자치도 춘천시 남춘로 22 (퇴계동),0503-7152-1756,여행 > 숙박 > 호텔,37.8630637582223,127.731010469556,kakao-address
호텔벨라,숙박업(생활),"강원특별자치도 춘천시 시청길 20, 벨라시티 (조양동)",,여행 > 숙박 > 호텔,37.880362660702,127.72997360392,kakao-address
도도스테이,숙박업(생활),강원특별자치도 춘천시 금강로 1 (소양로3가),,여행 > 숙박 > 펜션,37.8826729152534,127.723097890106,kakao-address
벨라시티레지던스춘천,숙박업(생활),"강원특별자치도 춘천시 시청길 20, 벨라시티 (조양동)",,부동산 > 주거시설 > 생활형숙박시설,37.880362660702,127.72997360392,kakao-address
플라워펜션,숙박업(생활),"강원특별자치도 춘천시 남산면 강촌로 174-4, 1~3층",010-5609-0458,여행 > 숙박 > 펜션,37.8040591208433,127.636769896645,kakao-address
파인트리펜션,숙박업(생활),강원특별자치도 춘천시 남산면 보매기1길 62-12,,,37.7896888933109,127.642964609084,kakao-address
로로키즈풀빌라리조트,숙박업(생활),강원특별자치도 춘천시 남산면 동촌로 638,,,37.7763617178159,127.663215801636,kakao-address
오후펜션,숙박업(생활),강원특별자치도 춘천시 남산면 강촌로 244,010-7144-0177,여행 > 숙박 > 펜션,37.7979786878403,127.639156094366,kakao-address
서린춘천,숙박업(생활),강원특별자치도 춘천시 남면 소주고개로 17-60,,,37.7409060790282,127.620592128207,kakao-address
인터스텔라인,숙박업(생활),강원특별자치도 춘천시 남면 소주고개로 236-17,,여행 > 숙박 > 펜션,37.7574737366254,127.626076490029,kakao-address
빌라반우,숙박업(생활),"강원특별자치도 춘천시 남면 한덕발산길 91-15, 빌라반우",010-2922-7287,여행 > 숙박 > 펜션,37.6821321055222,127.614917672918,kakao-address
해피스데이애견펜션,숙박업(생활),강원특별자치도 춘천시 남산면 방하로 688-16,010-9080-8363,여행 > 숙박 > 펜션,37.7915038927097,127.532258835996,kakao-address
벨라스테이춘천,숙박업(생활),강원특별자치도 춘천시 춘천로 352 (후평동),,여행 > 숙박 > 호텔,37.8847279140758,127.749857304843,kakao-address
꽃길만걷개,숙박업(생활),강원특별자치도 춘천시 남면 한덕발산길 61,,,37.6803148050818,127.613994195747,kakao-address
테니스포레나스테이,숙박업(생활),"강원특별자치도 춘천시 남산면 산수길 132, 2~4동",,,37.703934076935,127.681844631583,kakao-address
페일블루닷,숙박업(생활),"강원특별자치도 춘천시 남면 소주고개로 238-14, 인터스텔라 4공구 생활형숙박시설",,,37.7571940411572,127.625371248363,kakao-address
춘천스테이더힐풀빌라펜션,숙박업(생활),강원특별자치도 춘천시 남면 소주고개로 181-36,,여행 > 숙박 > 펜션,37.7545001829877,127.618543752445,kakao-address
